,station,lat,lon,weatherfont,weathersymbol,weathercolour,wwletter
352,EGPH,55.95,-3.3725,,,,1110003600100002000300004000051000600007000080000
353,EGPK,55.5094,-4.58667,,,,1110003600100002000300004000051000600007000080000
354,EGPO,58.2156,-6.33111,,,,1110003600100002000300004000051000600007000080000
355,EGPU,56.4992,-6.86917,,,,1110003600100002000300004000051000600007000080000
356,EKAH,56.3,10.619,36.0,^,green,1110003600100002000300004000051000600007000080000
357,EKYT,57.09276,9.84924,,,,1110003600100002000300004000051000600007000080000
358,ENSH,68.2433,14.6692,,,,1110003600100002000300004000051000600007000080000
359,ESSA,59.6519,17.9186,,,,1110003600100002000300004000051000600007000080000
360,EHEH,51.4501,5.37453,,,,1110003600100002000300004000051000600007000080000
361,ENAL,62.5625,6.1197,36.0,1,,1110003600100002000300004000051000600007000080000
362,ENBR,60.2934,5.21814,,,,1110003600100002000300004000051000600007000080000
363,ENCN,58.2042,8.08537,36.0,1,,1110003600100002000300004000051000600007000080000
364,ENHD,59.3453,5.20836,,,,1110003600100002000300004000051000600007000080000
365,ENRO,62.5784,11.3423,36.0,1,,1110003600100002000300004000051000600007000080000
366,ENRY,59.3789,10.7856,,,,1110003600100002000300004000051000600007000080000
367,ENSD,61.83,6.10583,36.0,1,,1110003600100002000300004000051000600007000080000
368,ENSG,61.1561,7.13778,36.0,1,,1110003600100002000300004000051000600007000080000
369,ENSR,69.7868,20.9594,36.0,1,,1110003600100002000300004000051000600007000080000
370,ENTO,59.1867,10.2586,,,,1110003600100002000300004000051000600007000080000
371,ENVA,63.4578,10.924,36.0,1,,1110003600100002000300004000051000600007000080000
372,ENZV,58.8767,5.63778,,,,1110003600100002000300004000051000600007000080000
373,LATI,41.4147,19.7206,,,,1110003600100002000300004000051000600007000080000
374,EFTP,61.4141,23.6044,36.0,h,magenta,1110003600100002000300004000051000600007000080000
375,EFTU,60.5141,22.2628,36.0,h,magenta,1110003600100002000300004000051000600007000080000
376,EFVA,63.0507,21.7622,36.0,v,magenta,1110003600100002000300004000051000600007000080000
377,LIRN,40.886,14.2908,,,,1110003600100002000300004000051000600007000080000
378,EGHH,50.78,-1.8425,,,,1110003600100002000300004000051000600007000080000
379,EBAW,51.1894,4.46028,,,,1110003600100002000300004000051000600007000080000
380,EBBR,50.9014,4.48444,,,,1110003600100002000300004000051000600007000080000
381,EBCI,50.4592,4.45382,,,,1110003600100002000300004000051000600007000080000
382,EBOS,51.1989,2.86222,,,,1110003600100002000300004000051000600007000080000
383,ELLX,49.6266,6.21152,,,,1110003600100002000300004000051000600007000080000
384,LTCS,37.44566,38.89559,,,,1110003600100002000300004000051000600007000080000
385,LTFM,41.27533,28.752,,,,1110003600100002000300004000051000600007000080000
386,ESPA,65.5438,22.122,,,,1110003600100002000300004000051000600007000080000
387,EGCC,53.3537,-2.27495,,,,1110003600100002000300004000051000600007000080000
388,LTAZ,38.7719,34.5345,,,,1110003600100002000300004000051000600007000080000
389,LTBR,40.2552,29.5626,,,,1110003600100002000300004000051000600007000080000
390,LTFC,37.8554,30.3684,,,,1110003600100002000300004000051000600007000080000
391,LTFJ,40.8986,29.3092,,,,1110003600100002000300004000051000600007000080000
392,LFCK,43.5563,2.28918,,,,1110003600100002000300004000051000600007000080000
393,LFLP,45.9292,6.09876,,,,1110003600100002000300004000051000600007000080000
394,LFLU,44.9216,4.9699,,,,1110003600100002000300004000051000600007000080000
395,LFQA,49.2087,4.15658,,,,1110003600100002000300004000051000600007000080000
396,LFAC,50.9621,1.95476,,,,1110003600100002000300004000051000600007000080000
397,LFGA,48.1099,7.35901,,,,1110003600100002000300004000051000600007000080000
398,LFJR,47.5603,-0.31222,,,,1110003600100002000300004000051000600007000080000
399,LFRU,48.6032,-3.81578,,,,1110003600100002000300004000051000600007000080000
400,LFLH,46.8261,4.81763,,,,1110003600100002000300004000051000600007000080000
401,LFPT,49.0966,2.04083,,,,1110003600100002000300004000051000600007000080000
402,EPBY,53.0968,17.9777,,,,1110003600100002000300004000051000600007000080000
403,EPRA,51.38883,21.21167,,,,1110003600100002000300004000051000600007000080000
404,EPSY,53.48194,20.93778,,,,1110003600100002000300004000051000600007000080000
405,EPZG,52.1385,15.7986,,,,1110003600100002000300004000051000600007000080000
406,LHKE,46.9175,19.7492,,,,1110003600100002000300004000051000600007000080000
407,LHPA,47.3636,17.5008,,,,1110003600100002000300004000051000600007000080000
408,LHPR,47.6244,17.8136,,,,1110003600100002000300004000051000600007000080000
409,LHSM,46.6864,17.1591,,,,1110003600100002000300004000051000600007000080000
410,LHSN,47.1229,20.2355,,,,1110003600100002000300004000051000600007000080000
411,LTAN,37.979,32.5619,,,,1110003600100002000300004000051000600007000080000
412,LYBT,44.9353,20.2575,,,,1110003600100002000300004000051000600007000080000
413,LYKV,43.8183,20.5872,36.0,',green,1110003600100002000300004000051000600007000080000
414,LYVR,45.1469,21.3099,,,,1110003600100002000300004000051000600007000080000
415,EGXV,53.8758,-0.435,36.0,^,green,1110003600100002000300004000051000600007000080000
416,EKSP,55.2256,9.26393,36.0,^,green,1110003600100002000300004000051000600007000080000
417,ENDU,69.0558,18.5404,,,,1110003600100002000300004000051000600007000080000
418,LSGG,46.2381,6.10895,,,,1110003600100002000300004000051000600007000080000
419,LSZA,46.0043,8.91058,36.0,1,,1110003600100002000300004000051000600007000080000
420,LSZB,46.9141,7.49715,,,,1110003600100002000300004000051000600007000080000
421,LSZH,47.4647,8.54917,36.0,1,,1110003600100002000300004000051000600007000080000
422,EFIV,68.6073,27.4053,36.0,l,magenta,1110003600100002000300004000051000600007000080000
423,EFMA,60.1222,19.8982,,,,1110003600100002000300004000051000600007000080000
424,EFRO,66.5648,25.8304,36.0,v,magenta,1110003600100002000300004000051000600007000080000
425,EDDB,52.36217,13.50067,,,,1110003600100002000300004000051000600007000080000
426,EDDC,51.1328,13.7672,,,,1110003600100002000300004000051000600007000080000
427,EDDE,50.9798,10.9581,,,,1110003600100002000300004000051000600007000080000
428,EDDF,50.0264,8.54313,,,,1110003600100002000300004000051000600007000080000
429,EDDH,53.6304,9.98823,,,,1110003600100002000300004000051000600007000080000
430,EDDM,48.3538,11.7861,,,,1110003600100002000300004000051000600007000080000
431,EDDN,49.4987,11.0669,,,,1110003600100002000300004000051000600007000080000
432,EDDP,51.4324,12.2416,,,,1110003600100002000300004000051000600007000080000
433,EDDR,49.2146,7.10951,,,,1110003600100002000300004000051000600007000080000
434,EDDV,52.4611,9.68508,,,,1110003600100002000300004000051000600007000080000
435,EDDW,53.0475,8.78667,,,,1110003600100002000300004000051000600007000080000
436,EDFM,49.47306,8.51417,,,,1110003600100002000300004000051000600007000080000
437,EDHI,53.53528,9.83556,,,,1110003600100002000300004000051000600007000080000
438,EDSB,48.7794,8.0805,,,,1110003600100002000300004000051000600007000080000
439,EDVE,52.3192,10.5561,,,,1110003600100002000300004000051000600007000080000
440,EDAC,50.98195,12.50639,,,,1110003600100002000300004000051000600007000080000
441,EDFH,49.9487,7.26389,,,,1110003600100002000300004000051000600007000080000
442,EDHL,53.8054,10.7192,36.0,q,green,1110003600100002000300004000051000600007000080000
443,EDLW,51.5183,7.61224,,,,1110003600100002000300004000051000600007000080000
444,EDMA,48.42528,10.93167,,,,1110003600100002000300004000051000600007000080000
445,EDMO,48.0814,11.2831,,,,1110003600100002000300004000051000600007000080000
446,EDTL,48.3693,7.82772,,,,1110003600100002000300004000051000600007000080000
447,EDXW,54.9132,8.34047,,,,1110003600100002000300004000051000600007000080000
448,ETHL,48.2203,9.91002,36.0,e,magenta,1110003600100002000300004000051000600007000080000
449,EDAH,53.8787,14.1523,,,,1110003600100002000300004000051000600007000080000
450,EDLP,51.6141,8.61632,,,,1110003600100002000300004000051000600007000080000
451,EDQM,50.28861,11.85639,,,,1110003600100002000300004000051000600007000080000
452,EDVK,51.40833,9.3775,,,,1110003600100002000300004000051000600007000080000
453,LGKO,36.7933,27.0917,,,,1110003600100002000300004000051000600007000080000
454,EDHK,54.37944,10.14528,36.0,q,green,1110003600100002000300004000051000600007000080000
455,EDLN,51.23028,6.50444,,,,1110003600100002000300004000051000600007000080000
456,ETMN,53.7677,8.6585,,,,1110003600100002000300004000051000600007000080000
457,ETNW,52.4573,9.42717,,,,1110003600100002000300004000051000600007000080000
458,ETSI,48.7157,11.534,36.0,^,green,1110003600100002000300004000051000600007000080000
459,EDNY,47.6713,9.51149,,,,1110003600100002000300004000051000600007000080000
460,EHKD,52.9234,4.78062,,,,1110003600100002000300004000051000600007000080000
461,ETHB,52.2785,9.08217,,,,1110003600100002000300004000051000600007000080000
462,ETHF,51.1146,9.286,,,,1110003600100002000300004000051000600007000080000
463,ETHN,49.39194,9.95889,,,,1110003600100002000300004000051000600007000080000
464,ETND,52.58556,8.34222,,,,1110003600100002000300004000051000600007000080000
465,ETNH,54.3122,9.53817,,,,1110003600100002000300004000051000600007000080000
466,ETNN,50.8312,6.65817,,,,1110003600100002000300004000051000600007000080000
467,ETSB,50.1738,7.06333,,,,1110003600100002000300004000051000600007000080000
468,ETSH,51.7678,13.1677,,,,1110003600100002000300004000051000600007000080000
469,ETSN,48.711,11.2115,,,,1110003600100002000300004000051000600007000080000
470,ETWM,52.7232,7.32633,,,,1110003600100002000300004000051000600007000080000
471,LFBY,43.6892,-1.06889,,,,1110003600100002000300004000051000600007000080000
472,LFPM,48.6047,2.67112,,,,1110003600100002000300004000051000600007000080000
473,LFYR,47.3208,1.68889,,,,1110003600100002000300004000051000600007000080000
474,LFLN,46.4125,4.01326,,,,1110003600100002000300004000051000600007000080000
475,LFRL,48.2817,-4.44502,,,,1110003600100002000300004000051000600007000080000
476,EPLL,51.7219,19.3981,,,,1110003600100002000300004000051000600007000080000
477,EPWR,51.1027,16.8858,,,,1110003600100002000300004000051000600007000080000
478,LFBE,44.8253,0.51861,,,,1110003600100002000300004000051000600007000080000
479,LFBG,45.6583,-0.3175,,,,1110003600100002000300004000051000600007000080000
480,LFCR,44.4079,2.48267,,,,1110003600100002000300004000051000600007000080000
481,LFJL,48.9821,6.25132,,,,1110003600100002000300004000051000600007000080000
482,LFMO,44.1405,4.86672,,,,1110003600100002000300004000051000600007000080000
483,LFMU,43.3235,3.3539,,,,1110003600100002000300004000051000600007000080000
484,LFOK,48.7761,4.18449,,,,1110003600100002000300004000051000600007000080000
485,LKCV,49.9397,15.3818,,,,1110003600100002000300004000051000600007000080000
486,LKNA,49.1658,16.1249,36.0,^,green,1110003600100002000300004000051000600007000080000
487,LKPD,50.0134,15.7386,,,,1110003600100002000300004000051000600007000080000
488,LZPP,48.6252,17.8284,,,,1110003600100002000300004000051000600007000080000
489,LZZI,49.2315,18.6135,,,,1110003600100002000300004000051000600007000080000
490,LECH,40.21417,0.07333,,,,1110003600100002000300004000051000600007000080000
491,LEMI,37.803,-1.125,,,,1110003600100002000300004000051000600007000080000
492,URMG,43.3883,45.6986,,,,1110003600100002000300004000051000600007000080000
493,URRP,47.50083,39.93361,,,,1110003600100002000300004000051000600007000080000
494,LFOV,48.0314,-0.74299,,,,1110003600100002000300004000051000600007000080000
495,LFRV,47.7233,-2.71856,,,,1110003600100002000300004000051000600007000080000
496,LFSG,48.325,6.06998,,,,1110003600100002000300004000051000600007000080000
497,LFAQ,49.9715,2.69766,,,,1110003600100002000300004000051000600007000080000
498,LFBU,45.7292,0.22146,,,,1110003600100002000300004000051000600007000080000
499,LFOZ,47.8969,2.16333,,,,1110003600100002000300004000051000600007000080000
500,LFSM,47.487,6.79054,,,,1110003600100002000300004000051000600007000080000
501,LJCE,45.9,15.5302,,,,1110003600100002000300004000051000600007000080000
502,UWKS,56.0903,47.3473,36.0,2,red,1110003600100002000300004000051000600007000080000
503,ULWC,59.27667,38.02833,,,,1110003600100002000300004000051000600007000080000
504,UUBC,54.55,36.36667,,,,1110003600100002000300004000051000600007000080000
505,UUOB,50.6438,36.5901,,,,1110003600100002000300004000051000600007000080000
506,UUOK,51.7506,36.2956,,,,1110003600100002000300004000051000600007000080000
507,UWPS,54.12513,45.21226,,,,1110003600100002000300004000051000600007000080000
508,UUDL,57.5607,40.1574,,,,1110003600100002000300004000051000600007000080000
509,UUMO,55.5117,37.5072,,,,1110003600100002000300004000051000600007000080000
510,UUBW,55.5533,38.15,,,,1110003600100002000300004000051000600007000080000
511,UUOL,52.7028,39.5378,,,,1110003600100002000300004000051000600007000080000
512,ULPB,61.8852,34.1547,,,,1110003600100002000300004000051000600007000080000
513,LPCS,38.725,-9.35523,,,,1110003600100002000300004000051000600007000080000
514,LIPC,44.2242,12.3072,36.0,2,red,1110003600100002000300004000051000600007000080000
515,EKKA,56.2975,9.12463,36.0,^,green,1110003600100002000300004000051000600007000080000
516,ENAN,69.2925,16.1442,,,,1110003600100002000300004000051000600007000080000
517,ENBO,67.2692,14.3653,,,,1110003600100002000300004000051000600007000080000
518,ENGM,60.1939,11.1004,,,,1110003600100002000300004000051000600007000080000
519,ENOL,63.6989,9.604,,,,1110003600100002000300004000051000600007000080000
520,ENTC,69.6833,18.9189,,,,1110003600100002000300004000051000600007000080000
521,ETNT,53.5478,7.66733,,,,1110003600100002000300004000051000600007000080000
522,LXGB,36.1512,-5.34966,,,,1110003600100002000300004000051000600007000080000
523,EFHK,60.3172,24.9633,36.0,h,magenta,1110003600100002000300004000051000600007000080000
524,EYPA,55.9732,21.0939,,,,1110003600100002000300004000051000600007000080000
525,EYVI,54.6341,25.2858,,,,1110003600100002000300004000051000600007000080000
526,LUKK,46.9277,28.931,,,,1110003600100002000300004000051000600007000080000
527,EFOU,64.9301,25.3546,36.0,q,green,1110003600100002000300004000051000600007000080000
528,LKKV,50.203,12.915,,,,1110003600100002000300004000051000600007000080000
529,LQBK,44.9414,17.2975,,,,1110003600100002000300004000051000600007000080000
530,LEBG,42.3576,-3.62076,,,,1110003600100002000300004000051000600007000080000
531,LQMO,43.2829,17.8459,,,,1110003600100002000300004000051000600007000080000
532,LQTZ,44.4587,18.7248,,,,1110003600100002000300004000051000600007000080000
533,LRCL,46.7852,23.6862,,,,1110003600100002000300004000051000600007000080000
534,LFBF,43.5456,1.3675,,,,1110003600100002000300004000051000600007000080000
535,LFBX,45.1981,0.81556,,,,1110003600100002000300004000051000600007000080000
536,LFLW,44.8914,2.42194,,,,1110003600100002000300004000051000600007000080000
537,LFMC,43.3847,6.38714,,,,1110003600100002000300004000051000600007000080000
538,LEHC,42.0761,-0.31667,,,,1110003600100002000300004000051000600007000080000
539,LESU,42.3386,1.40917,,,,1110003600100002000300004000051000600007000080000
540,LESB,39.5989,2.70278,,,,1110003600100002000300004000051000600007000080000
541,GEML,35.2798,-2.95626,,,,1110003600100002000300004000051000600007000080000
542,LDDU,42.5614,18.2682,,,,1110003600100002000300004000051000600007000080000
543,LDOS,45.4627,18.8102,,,,1110003600100002000300004000051000600007000080000
544,LDPL,44.8935,13.9222,36.0,^,green,1110003600100002000300004000051000600007000080000
545,LDRI,45.2169,14.5703,36.0,',green,1110003600100002000300004000051000600007000080000
546,LDSP,43.5389,16.298,,,,1110003600100002000300004000051000600007000080000
547,LDZA,45.7429,16.0688,,,,1110003600100002000300004000051000600007000080000
548,LDZD,44.1083,15.3467,,,,1110003600100002000300004000051000600007000080000
549,LJLJ,46.2237,14.4576,36.0,',green,1110003600100002000300004000051000600007000080000
550,LJMB,46.4799,15.6861,,,,1110003600100002000300004000051000600007000080000
551,LJPZ,45.4734,13.615,36.0,^,green,1110003600100002000300004000051000600007000080000
552,LKMT,49.6963,18.1111,,,,1110003600100002000300004000051000600007000080000
553,LKPR,50.1008,14.26,,,,1110003600100002000300004000051000600007000080000
554,LKTB,49.1513,16.6944,,,,1110003600100002000300004000051000600007000080000
555,LQSA,43.8246,18.3315,36.0,^,green,1110003600100002000300004000051000600007000080000
556,LZIB,48.1702,17.2127,,,,1110003600100002000300004000051000600007000080000
557,LZKZ,48.6631,21.2411,,,,1110003600100002000300004000051000600007000080000
558,LZTT,49.0736,20.2411,,,,1110003600100002000300004000051000600007000080000
559,LFAT,50.5174,1.62059,,,,1110003600100002000300004000051000600007000080000
560,LFBD,44.8283,-0.71556,,,,1110003600100002000300004000051000600007000080000
561,LFBH,46.1792,-1.19528,,,,1110003600100002000300004000051000600007000080000
562,LFBI,46.5877,0.30667,,,,1110003600100002000300004000051000600007000080000
563,LFBP,43.38,-0.41861,,,,1110003600100002000300004000051000600007000080000
564,LFBT,43.1787,-0.00644,,,,1110003600100002000300004000051000600007000080000
565,LFBZ,43.4684,-1.52332,,,,1110003600100002000300004000051000600007000080000
566,LFLB,45.6381,5.88023,,,,1110003600100002000300004000051000600007000080000
567,LFLC,45.7867,3.16917,,,,1110003600100002000300004000051000600007000080000
568,LFLL,45.7264,5.09083,,,,1110003600100002000300004000051000600007000080000
569,LFLS,45.3629,5.32937,,,,1110003600100002000300004000051000600007000080000
570,LFLY,45.7272,4.94427,,,,1110003600100002000300004000051000600007000080000
571,LFMH,45.5406,4.29639,,,,1110003600100002000300004000051000600007000080000
572,LFBA,44.1747,0.59056,,,,1110003600100002000300004000051000600007000080000
573,LFBC,44.5333,-1.125,,,,1110003600100002000300004000051000600007000080000
574,LFBL,45.8628,1.17944,,,,1110003600100002000300004000051000600007000080000
575,LFBM,43.9117,-0.5075,,,,1110003600100002000300004000051000600007000080000
576,LFKF,41.5006,9.09778,,,,1110003600100002000300004000051000600007000080000
577,LFLV,46.1697,3.40374,,,,1110003600100002000300004000051000600007000080000
578,LFOE,49.0287,1.21986,,,,1110003600100002000300004000051000600007000080000
579,LFOP,49.3842,1.1748,,,,1110003600100002000300004000051000600007000080000
580,LFPV,48.7744,2.20154,,,,1110003600100002000300004000051000600007000080000
581,LFQB,48.3221,4.0167,,,,1110003600100002000300004000051000600007000080000
582,LFRH,47.7606,-3.44,,,,1110003600100002000300004000051000600007000080000
583,LFSD,47.2689,5.09,,,,1110003600100002000300004000051000600007000080000
584,LFSI,48.636,4.89942,,,,1110003600100002000300004000051000600007000080000
585,LFSL,45.03967,1.4855,,,,1110003600100002000300004000051000600007000080000
586,LFSO,48.5831,5.955,,,,1110003600100002000300004000051000600007000080000
587,LFSX,47.7831,6.36406,,,,1110003600100002000300004000051000600007000080000
588,LFTH,43.0973,6.14603,,,,1110003600100002000300004000051000600007000080000
589,EPGD,54.3776,18.4662,,,,1110003600100002000300004000051000600007000080000
590,EPKK,50.0777,19.7848,,,,1110003600100002000300004000051000600007000080000
591,EPKT,50.4743,19.08,,,,1110003600100002000300004000051000600007000080000
592,EPLB,51.24028,22.71361,,,,1110003600100002000300004000051000600007000080000
593,EPMO,52.4511,20.6518,,,,1110003600100002000300004000051000600007000080000
594,EPPO,52.421,16.8263,,,,1110003600100002000300004000051000600007000080000
595,EPRZ,50.11,22.019,,,,1110003600100002000300004000051000600007000080000
596,EPSC,53.5847,14.9022,,,,1110003600100002000300004000051000600007000080000
597,EPWA,52.1657,20.9671,,,,1110003600100002000300004000051000600007000080000
598,LHBP,47.4369,19.2556,36.0,^,green,1110003600100002000300004000051000600007000080000
599,LFML,43.43927,5.22142,,,,1110003600100002000300004000051000600007000080000
600,LFMN,43.6584,7.21587,,,,1110003600100002000300004000051000600007000080000
601,LFMP,42.7404,2.87067,,,,1110003600100002000300004000051000600007000080000
602,LFMT,43.5762,3.96301,,,,1110003600100002000300004000051000600007000080000
603,LFOB,49.4544,2.11278,,,,1110003600100002000300004000051000600007000080000
604,LFOH,49.5339,0.08806,,,,1110003600100002000300004000051000600007000080000
605,LFOT,47.4322,0.72761,,,,1110003600100002000300004000051000600007000080000
606,LFPB,48.9694,2.44139,,,,1110003600100002000300004000051000600007000080000
607,LFPG,49.0128,2.55,,,,1110003600100002000300004000051000600007000080000
608,LFPN,48.7519,2.10619,,,,1110003600100002000300004000051000600007000080000
609,LFPO,48.7253,2.35944,,,,1110003600100002000300004000051000600007000080000
610,LFQQ,50.5619,3.08944,,,,1110003600100002000300004000051000600007000080000
611,LFRB,48.4479,-4.41854,,,,1110003600100002000300004000051000600007000080000
612,LFRG,49.3653,0.15431,,,,1110003600100002000300004000051000600007000080000
613,LFRO,48.7544,-3.47166,,,,1110003600100002000300004000051000600007000080000
614,LFRT,48.5378,-2.85444,,,,1110003600100002000300004000051000600007000080000
615,LFRZ,47.3122,-2.14918,,,,1110003600100002000300004000051000600007000080000
616,LFSB,47.5896,7.52991,,,,1110003600100002000300004000051000600007000080000
617,LFSN,48.6921,6.23046,,,,1110003600100002000300004000051000600007000080000
618,LFST,48.5383,7.62823,,,,1110003600100002000300004000051000600007000080000
619,LFTW,43.7574,4.41635,,,,1110003600100002000300004000051000600007000080000
620,LPMA,32.6979,-16.7745,,,,1110003600100002000300004000051000600007000080000
621,ULAA,64.6003,40.7167,,,,1110003600100002000300004000051000600007000080000
622,UMBB,52.1083,23.8981,,,,1110003600100002000300004000051000600007000080000
623,ULMM,68.7817,32.7508,,,,1110003600100002000300004000051000600007000080000
624,URKK,45.0347,39.1705,,,,1110003600100002000300004000051000600007000080000
625,URMN,43.5129,43.6366,,,,1110003600100002000300004000051000600007000080000
626,URMT,45.1092,42.1128,,,,1110003600100002000300004000051000600007000080000
627,URWA,46.2833,48.0063,,,,1110003600100002000300004000051000600007000080000
628,URWI,46.3739,44.3309,,,,1110003600100002000300004000051000600007000080000
629,URWW,48.7825,44.3455,,,,1110003600100002000300004000051000600007000080000
630,UUOO,51.8142,39.2296,,,,1110003600100002000300004000051000600007000080000
631,UWKD,55.6062,49.2787,,,,1110003600100002000300004000051000600007000080000
632,UWKE,55.5647,52.0925,36.0,q,green,1110003600100002000300004000051000600007000080000
633,UWWW,53.5049,50.1643,,,,1110003600100002000300004000051000600007000080000
634,LEAL,38.2822,-0.55816,,,,1110003600100002000300004000051000600007000080000
635,LEAM,36.8439,-2.3701,,,,1110003600100002000300004000051000600007000080000
636,LEAS,43.5636,-6.03462,36.0,^,green,1110003600100002000300004000051000600007000080000
637,LEBB,43.3011,-2.91061,36.0,',green,1110003600100002000300004000051000600007000080000
638,LEBL,41.2971,2.07846,,,,1110003600100002000300004000051000600007000080000
639,LECO,43.3021,-8.37726,,,,1110003600100002000300004000051000600007000080000
640,LEDA,41.72819,0.53502,,,,1110003600100002000300004000051000600007000080000
641,LEGE,41.901,2.76055,,,,1110003600100002000300004000051000600007000080000
642,LEGR,37.1887,-3.77736,,,,1110003600100002000300004000051000600007000080000
643,LEIB,38.8729,1.37312,,,,1110003600100002000300004000051000600007000080000
644,LEJR,36.7446,-6.06011,,,,1110003600100002000300004000051000600007000080000
645,LELC,37.775,-0.81239,,,,1110003600100002000300004000051000600007000080000
646,LELL,41.5209,2.10508,,,,1110003600100002000300004000051000600007000080000
647,LEMD,40.4936,-3.56676,,,,1110003600100002000300004000051000600007000080000
648,LEMG,36.6749,-4.49911,,,,1110003600100002000300004000051000600007000080000
649,LEMH,39.8626,4.21865,36.0,q,green,1110003600100002000300004000051000600007000080000
650,LEPP,42.77,-1.64633,36.0,^,green,1110003600100002000300004000051000600007000080000
651,LERS,41.1474,1.16717,,,,1110003600100002000300004000051000600007000080000
652,LESO,43.3565,-1.79061,,,,1110003600100002000300004000051000600007000080000
653,LEST,42.8963,-8.41514,,,,1110003600100002000300004000051000600007000080000
654,LEVC,39.4893,-0.48162,,,,1110003600100002000300004000051000600007000080000
655,LEVT,42.8828,-2.72447,36.0,^,green,1110003600100002000300004000051000600007000080000
656,LEVX,42.2318,-8.62677,,,,1110003600100002000300004000051000600007000080000
657,LEXJ,43.4271,-3.82001,36.0,^,green,1110003600100002000300004000051000600007000080000
658,LEZG,41.6662,-1.04155,,,,1110003600100002000300004000051000600007000080000
659,LEZL,37.418,-5.89311,,,,1110003600100002000300004000051000600007000080000
660,LEGA,37.1332,-3.63569,,,,1110003600100002000300004000051000600007000080000
661,LELN,42.589,-5.65556,,,,1110003600100002000300004000051000600007000080000
662,LESA,40.9521,-5.50199,,,,1110003600100002000300004000051000600007000080000
663,LFLX,46.8622,1.73067,,,,1110003600100002000300004000051000600007000080000
664,LFMI,43.5227,4.92384,,,,1110003600100002000300004000051000600007000080000
665,LFMV,43.9073,4.90183,,,,1110003600100002000300004000051000600007000080000
666,ULOO,57.7839,28.3956,36.0,h,magenta,1110003600100002000300004000051000600007000080000
667,URML,42.8168,47.6523,,,,1110003600100002000300004000051000600007000080000
668,UWLL,54.2683,48.2267,,,,1110003600100002000300004000051000600007000080000
669,LOXT,48.3167,16.1167,,,,1110003600100002000300004000051000600007000080000
670,LRBC,46.5219,26.9103,,,,1110003600100002000300004000051000600007000080000
671,LRBM,47.6584,23.47,,,,1110003600100002000300004000051000600007000080000
672,LRBS,44.5032,26.1021,36.0,^,green,1110003600100002000300004000051000600007000080000
673,LRCK,44.3622,28.4883,,,,1110003600100002000300004000051000600007000080000
674,LRCV,44.3181,23.8886,36.0,^,green,1110003600100002000300004000051000600007000080000
675,LRIA,47.1785,27.6206,,,,1110003600100002000300004000051000600007000080000
676,LROD,47.0253,21.9025,,,,1110003600100002000300004000051000600007000080000
677,LROP,44.5722,26.1022,36.0,^,green,1110003600100002000300004000051000600007000080000
678,LRSB,45.7856,24.0913,36.0,q,green,1110003600100002000300004000051000600007000080000
679,LRSM,47.7033,22.8857,,,,1110003600100002000300004000051000600007000080000
680,LRSV,47.6875,26.3541,,,,1110003600100002000300004000051000600007000080000
681,LRTR,45.8099,21.3379,36.0,^,green,1110003600100002000300004000051000600007000080000
682,EICK,51.8413,-8.49111,,,,1110003600100002000300004000051000600007000080000
683,EIDW,53.4213,-6.27007,,,,1110003600100002000300004000051000600007000080000
684,EIKN,53.9103,-8.81849,,,,1110003600100002000300004000051000600007000080000
685,EINN,52.702,-8.92482,,,,1110003600100002000300004000051000600007000080000
686,LTAC,40.1281,32.9951,,,,1110003600100002000300004000051000600007000080000
687,LTAG,37.0021,35.4259,,,,1110003600100002000300004000051000600007000080000
688,EIDL,55.0442,-8.341,,,,1110003600100002000300004000051000600007000080000
689,EIKY,52.1809,-9.52378,,,,1110003600100002000300004000051000600007000080000
690,EIME,53.3017,-6.45133,,,,1110003600100002000300004000051000600007000080000
691,EISG,54.2802,-8.59921,,,,1110003600100002000300004000051000600007000080000
692,LRAR,46.1766,21.262,36.0,q,green,1110003600100002000300004000051000600007000080000
693,LRTC,45.0625,28.7143,,,,1110003600100002000300004000051000600007000080000
694,LRTM,46.4677,24.4125,,,,1110003600100002000300004000051000600007000080000
695,ETHC,52.5912,10.0221,,,,1110003600100002000300004000051000600007000080000
696,ETNS,54.4593,9.51633,,,,1110003600100002000300004000051000600007000080000
697,ETSL,48.1855,10.8612,,,,1110003600100002000300004000051000600007000080000
698,EGDM,51.1522,-1.74741,,,,1110003600100002000300004000051000600007000080000
699,EGDR,50.0861,-5.25571,,,,1110003600100002000300004000051000600007000080000
700,EGOS,52.7982,-2.66804,,,,1110003600100002000300004000051000600007000080000
701,EGQS,57.7052,-3.33917,,,,1110003600100002000300004000051000600007000080000
702,EGUB,51.6164,-1.09583,,,,1110003600100002000300004000051000600007000080000
703,EGUW,52.1273,0.95626,,,,1110003600100002000300004000051000600007000080000
704,EGVN,51.75,-1.58362,,,,1110003600100002000300004000051000600007000080000
705,EGVO,51.2341,-0.94283,,,,1110003600100002000300004000051000600007000080000
706,EGVP,51.1394,-1.56861,,,,1110003600100002000300004000051000600007000080000
707,EGWU,51.553,-0.41817,,,,1110003600100002000300004000051000600007000080000
708,EGXC,53.093,-0.16601,,,,1110003600100002000300004000051000600007000080000
709,EGXE,54.2924,-1.5354,,,,1110003600100002000300004000051000600007000080000
710,EGXT,52.6126,-0.47645,36.0,[,green,1110003600100002000300004000051000600007000080000
711,EGXW,53.1662,-0.52381,,,,1110003600100002000300004000051000600007000080000
