,station,lat,lon,weatherfont,weathersymbol,weathercolour,wwletter
712,EGYD,53.0303,-0.48324,,,,1110003600100002000300004000051000600007000080000
713,EGOV,53.2481,-4.53534,,,,1110003600100002000300004000051000600007000080000
714,LTAF,36.9822,35.2804,,,,1110003600100002000300004000051000600007000080000
715,LTAI,36.8987,30.8005,,,,1110003600100002000300004000051000600007000080000
716,LTAJ,36.9472,37.4787,,,,1110003600100002000300004000051000600007000080000
717,LTAT,38.4353,38.091,,,,1110003600100002000300004000051000600007000080000
718,EBBE,50.7586,4.76833,,,,1110003600100002000300004000051000600007000080000
719,EBFN,51.0903,2.65278,,,,1110003600100002000300004000051000600007000080000
720,EBFS,50.2433,4.64583,,,,1110003600100002000300004000051000600007000080000
721,EHBK,50.9117,5.77014,,,,1110003600100002000300004000051000600007000080000
722,EHGG,53.1197,6.57944,,,,1110003600100002000300004000051000600007000080000
723,EHRD,51.9569,4.43722,,,,1110003600100002000300004000051000600007000080000
724,ETHS,52.9194,10.1975,,,,1110003600100002000300004000051000600007000080000
725,LFGJ,47.039,5.42725,,,,1110003600100002000300004000051000600007000080000
726,LFMY,43.6064,5.10925,,,,1110003600100002000300004000051000600007000080000
727,LFOA,47.0533,2.6325,,,,1110003600100002000300004000051000600007000080000
728,LFOJ,47.9878,1.76056,,,,1110003600100002000300004000051000600007000080000
729,LFRC,49.6501,-1.47028,,,,1110003600100002000300004000051000600007000080000
730,LFRD,48.5877,-2.07996,,,,1110003600100002000300004000051000600007000080000
731,LFRJ,48.5303,-4.15164,,,,1110003600100002000300004000051000600007000080000
732,LFRN,48.0695,-1.73479,,,,1110003600100002000300004000051000600007000080000
733,LFRQ,47.975,-4.16779,,,,1110003600100002000300004000051000600007000080000
734,LFRS,47.1532,-1.61073,,,,1110003600100002000300004000051000600007000080000
735,URKA,45.0021,37.3473,,,,1110003600100002000300004000051000600007000080000
736,URMM,44.2251,43.0819,,,,1110003600100002000300004000051000600007000080000
737,URSS,43.4499,39.9566,,,,1110003600100002000300004000051000600007000080000
738,UWGG,56.2301,43.784,,,,1110003600100002000300004000051000600007000080000
739,LEPA,39.5517,2.73881,,,,1110003600100002000300004000051000600007000080000
740,LIRU,41.9519,12.4989,36.0,r,green,1110003600100002000300004000051000600007000080000
741,EGXZ,54.2055,-1.38209,,,,1110003600100002000300004000051000600007000080000
742,LBBG,42.5696,27.5152,36.0,^,green,1110003600100002000300004000051000600007000080000
743,LBGO,43.1514,25.7129,36.0,^,green,1110003600100002000300004000051000600007000080000
744,LBPD,42.0678,24.8508,36.0,q,green,1110003600100002000300004000051000600007000080000
745,LBSF,42.69669,23.41144,,,,1110003600100002000300004000051000600007000080000
746,LBWN,43.2321,27.8251,36.0,^,green,1110003600100002000300004000051000600007000080000
747,LHDC,47.4889,21.6153,,,,1110003600100002000300004000051000600007000080000
748,LHPP,45.9909,18.241,,,,1110003600100002000300004000051000600007000080000
749,LPPS,33.0734,-16.35,,,,1110003600100002000300004000051000600007000080000
750,LYBE,44.8184,20.3091,,,,1110003600100002000300004000051000600007000080000
751,LYNI,43.3373,21.8537,36.0,^,green,1110003600100002000300004000051000600007000080000
752,LYPG,42.3594,19.2519,36.0,^,green,1110003600100002000300004000051000600007000080000
753,LYTV,42.4047,18.7233,,,,1110003600100002000300004000051000600007000080000
754,EHAM,52.3086,4.76389,,,,1110003600100002000300004000051000600007000080000
755,LPPT,38.7813,-9.13592,,,,1110003600100002000300004000051000600007000080000
756,ENSS,70.3554,31.0449,,,,1110003600100002000300004000051000600007000080000
757,ENBS,70.6005,29.6914,36.0,v,magenta,1110003600100002000300004000051000600007000080000
758,EBBL,51.1683,5.47,,,,1110003600100002000300004000051000600007000080000
759,EBCV,50.5758,3.831,,,,1110003600100002000300004000051000600007000080000
760,EBDT,50.9992,5.06556,,,,1110003600100002000300004000051000600007000080000
761,EBLB,50.4817,6.18194,,,,1110003600100002000300004000051000600007000080000
762,EDDK,50.8659,7.14274,,,,1110003600100002000300004000051000600007000080000
763,EDDL,51.2895,6.76678,,,,1110003600100002000300004000051000600007000080000
764,EDDG,52.1346,7.68483,,,,1110003600100002000300004000051000600007000080000
765,LEAB,38.9485,-1.86352,,,,1110003600100002000300004000051000600007000080000
766,LEBA,37.842,-4.84888,,,,1110003600100002000300004000051000600007000080000
767,LEGT,40.2941,-3.72383,,,,1110003600100002000300004000051000600007000080000
768,LELO,42.46095,-2.32224,,,,1110003600100002000300004000051000600007000080000
769,LERI,37.9511,-1.23032,,,,1110003600100002000300004000051000600007000080000
770,LETO,40.4967,-3.44587,,,,1110003600100002000300004000051000600007000080000
771,LGIR,35.3397,25.1803,,,,1110003600100002000300004000051000600007000080000
772,LPFR,37.0144,-7.96591,,,,1110003600100002000300004000051000600007000080000
773,LPPR,41.2481,-8.68139,,,,1110003600100002000300004000051000600007000080000
774,LTAP,40.8294,35.522,,,,1110003600100002000300004000051000600007000080000
775,LTAU,38.7704,35.4954,,,,1110003600100002000300004000051000600007000080000
776,LTBA,40.9769,28.8146,,,,1110003600100002000300004000051000600007000080000
777,LTBJ,38.2924,27.157,,,,1110003600100002000300004000051000600007000080000
778,LTBS,36.7131,28.7925,,,,1110003600100002000300004000051000600007000080000
779,LTBU,41.1382,27.9191,,,,1110003600100002000300004000051000600007000080000
780,LTCC,37.8939,40.201,,,,1110003600100002000300004000051000600007000080000
781,LTCE,39.9565,41.1702,,,,1110003600100002000300004000051000600007000080000
782,LTCG,40.9951,39.7897,,,,1110003600100002000300004000051000600007000080000
783,LTCJ,37.929,41.1166,,,,1110003600100002000300004000051000600007000080000
784,LTFE,37.2506,27.6643,,,,1110003600100002000300004000051000600007000080000
785,EGDY,51.0094,-2.63882,,,,1110003600100002000300004000051000600007000080000
786,EGOM,55.05,-2.55,,,,1110003600100002000300004000051000600007000080000
787,EGQK,57.6494,-3.56064,,,,1110003600100002000300004000051000600007000080000
788,EGYM,52.6484,0.55069,,,,1110003600100002000300004000051000600007000080000
789,UUYY,61.647,50.8451,36.0,^,green,1110003600100002000300004000051000600007000080000
790,LIPL,45.4322,10.2677,,,,1110003600100002000300004000051000600007000080000
791,ULLI,59.8003,30.2625,,,,1110003600100002000300004000051000600007000080000
792,UMGG,52.527,31.0167,,,,1110003600100002000300004000051000600007000080000
793,UMII,55.1265,30.3496,,,,1110003600100002000300004000051000600007000080000
794,UMKK,54.89,20.5926,,,,1110003600100002000300004000051000600007000080000
795,UMMS,53.8825,28.0307,,,,1110003600100002000300004000051000600007000080000
796,UUDD,55.4088,37.9063,,,,1110003600100002000300004000051000600007000080000
797,UUEE,55.9726,37.4146,,,,1110003600100002000300004000051000600007000080000
798,UUWW,55.5915,37.2615,,,,1110003600100002000300004000051000600007000080000
799,LEBZ,38.8913,-6.82133,,,,1110003600100002000300004000051000600007000080000
800,LFBO,43.6291,1.36382,,,,1110003600100002000300004000051000600007000080000
801,LFKB,42.5527,9.48373,,,,1110003600100002000300004000051000600007000080000
802,LFKC,42.5308,8.79319,,,,1110003600100002000300004000051000600007000080000
803,LFKJ,41.9236,8.80292,,,,1110003600100002000300004000051000600007000080000
804,LFMD,43.542,6.95348,,,,1110003600100002000300004000051000600007000080000
805,LFMK,43.216,2.30632,,,,1110003600100002000300004000051000600007000080000
806,LFRI,46.7019,-1.37863,,,,1110003600100002000300004000051000600007000080000
807,LFRM,47.9486,0.20167,,,,1110003600100002000300004000051000600007000080000
808,LEMO,37.1749,-5.61594,,,,1110003600100002000300004000051000600007000080000
809,LERT,36.6452,-6.34946,,,,1110003600100002000300004000051000600007000080000
810,LBIA,42.4549,26.3522,36.0,+,yellow,1110003600100002000300004000051000600007000080000
811,EEEI,59.2603,24.2085,36.0,^,green,1110003600100002000300004000051000600007000080000
812,ETNL,53.9182,12.2783,36.0,q,green,1110003600100002000300004000051000600007000080000
813,EGUL,52.4093,0.561,36.0,^,green,1110003600100002000300004000051000600007000080000
814,LRCT,46.5023,23.8859,,,,1110003600100002000300004000051000600007000080000
815,LFKS,41.9244,9.406,,,,1110003600100002000300004000051000600007000080000
816,LFRK,49.1733,-0.45,,,,1110003600100002000300004000051000600007000080000
817,EGUN,52.3619,0.48641,,,,1110003600100002000300004000051000600007000080000
818,LEVD,41.7061,-4.85194,,,,1110003600100002000300004000051000600007000080000
